Native Language,Speaker ID,Speaker gender,Role,File number_version,Task name,Task version,Time,Level,Pair,Length of file,PT_col_R1,PT_col_R2,PT_col_AVE,PT_TC_R1,PT_TC_R2,PT_TC_AVE,PT_sty_R1,PT_sty_R2,PT_sty_AVE,Total /12
Arabic,235,M,B,22235&22326_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,43,2:44,3.5,3.5,3.5,4,3.5,3.75,3,3.5,3.25,10.5
Arabic,326,M,A,22235&22326_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,43,2:44,3.5,3.5,3.5,4,3.5,3.75,3,3.5,3.25,10.5
Arabic,314,M,B,22314&22393_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,44,2:44,3,3.5,3.25,3.5,3.5,3.5,4,4,4,10.75
Arabic,393,F,A,22314&22393_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,44,2:44,3,3.5,3.25,3.5,3.5,3.5,4,4,4,10.75
Arabic,182,M,A,22182&22340_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,45,3:17,4,4,4,3.5,3.5,3.5,3.5,3,3.25,10.75
Arabic,340,M,B,22182&22340_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,45,3:17,4,4,4,3.5,3.5,3.5,3.5,3,3.25,10.75
Arabic,52,M,B,22200&22052_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,46,3:08,4,3.5,3.75,4,3.5,3.75,4,4,4,11.5
Arabic,200,M,A,22200&22052_S.txt,SWOT-Selecting a Store to Open,S,Sum12wk10,2,46,3:08,4,3.5,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,124,M,A,05124&05412_C.txt,Voluntary simplicity,A,F10wk10,1,93,3:17,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,412,M,B,05124&05412_C.txt,Voluntary simplicity,A,F10wk10,1,93,3:17,3,3,3,2,2,2,3,3,3,8
Arabic,276,M,B,05310&05276_C.txt,Voluntary simplicity,A,F10wk10,1,94,3:06,2,2,2,2,3,2,3,3,3,7
Arabic,310,M,A,05310&05276_C.txt,Voluntary simplicity,A,F10wk10,1,94,3:06,2,3,2.5,2,3,2,3,3,3,7.5
Arabic,131,M,A,05131&05161_C.txt,Voluntary simplicity,A,F10wk10,1,95,3:11,3,2,2.5,3,3,2.5,2,2,2,7
Arabic,161,M,B,05131&05161_C.txt,Voluntary simplicity,A,F10wk10,1,95,3:11,2,3,2.5,3,3,2.5,2,2,2,7
Arabic,259,M,B,05385&05259_C.txt,Voluntary simplicity,A,F10wk10,1,96,3:14,3,3,3,2,2,2,3,3,3,8
Arabic,385,M,A,05385&05259_C.txt,Voluntary simplicity,A,F10wk10,1,96,3:14,3,3,3,2,2,2,3,3,3,8
Arabic,86,F,A,05086&05443_C.txt,Voluntary simplicity,A,F10wk10,1,97,4:36,1,1,1,2,2,2,2,2,2,5
Chinese,443,M,B,05086&05443_C.txt,Voluntary simplicity,A,F10wk10,1,97,4:36,1,1,1,2,2,2,2,2,2,5
Arabic,294,F,A,05294&05520_C.txt,Voluntary simplicity,A,F10wk10,1,98,2:40,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,520,F,B,05294&05520_C.txt,Voluntary simplicity,A,F10wk10,1,98,2:40,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,206,M,B,07212&07206_C.txt,Voluntary simplicity,A,F10wk10,1,99,2:38,3,3,3,2,2,2,3,3,3,8
Arabic,212,M,A,07212&07206_C.txt,Voluntary simplicity,A,F10wk10,1,99,2:38,3,3,3,2,2,2,3,3,3,8
Arabic,85,M,A,05085&05196_C.txt,Voluntary simplicity,A,F10wk10,1,100,4:12,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,196,M,B,05085&05196_C.txt,Voluntary simplicity,A,F10wk10,1,100,4:12,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,188,M,A,05188&05361_C.txt,Voluntary simplicity,A,F10wk10,1,101,2:20,3,3,3,3,3,2.5,2,2,2,7.5
Arabic,361,M,B,05188&05361_C.txt,Voluntary simplicity,A,F10wk10,1,101,2:20,3,3,3,3,3,2.5,2,2,2,7.5
Arabic,169,F,A,05169&05196_C.txt,Voluntary simplicity,A,F10wk10,1,102,2:47,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,196,M,B,05169&05196_C.txt,Voluntary simplicity,A,F10wk10,1,102,2:47,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,429,M,B,05521&05429_C.txt,Voluntary simplicity,A,F10wk10,1,103,2:40,3,3,3,2,2,2,3,3,3,8
Arabic,521,M,A,05521&05429_C.txt,Voluntary simplicity,A,F10wk10,1,103,2:40,3,3,3,2,2,2,3,3,3,8
Arabic,79,M,B,05499&05079_C.txt,Voluntary simplicity,A,F10wk10,1,104,3:14,3,3,3,2,2,2,3,3,3,8
Arabic,499,M,A,05499&05079_C.txt,Voluntary simplicity,A,F10wk10,1,104,3:14,3,3,3,2,2,2,3,3,3,8
Arabic,165,M,A,25165&25191_S.txt,Voluntary simplicity,B,F11wk15,1,1,2:43,4,4,4,2,2,2,3,4,3.5,9.5
Arabic,191,M,B,25165&25191_S.txt,Voluntary simplicity,B,F11wk15,1,1,2:43,4,4,4,2,2,2,3,4,3.5,9.5
Chinese,383,F,B,06484&06383_A.txt,Voluntary simplicity,B,F11wk15,1,1,2:28,3,3,3,3,3,3,3,3,3,9
Japanese,484,F,A,06484&06383_A.txt,Voluntary simplicity,B,F11wk15,1,1,2:28,3,3,3,3,3,3,3,3,3,9
Arabic,148,M,B,25148&25343_S.txt,Voluntary simplicity,B,F11wk15,1,2,3:03,4,4,4,3,2,2.5,3,3,3,9.5
Arabic,343,M,A,25148&25343_S.txt,Voluntary simplicity,B,F11wk15,1,2,3:03,3,2,2.5,3,2,2.5,3,2,2.5,7.5
Chinese,497,M,B,06497&06526_A.txt,Voluntary simplicity,B,F11wk15,1,2,2:06,3,3,3,3,3,3,3,3,3,9
Chinese,526,F,A,06497&06526_A.txt,Voluntary simplicity,B,F11wk15,1,2,2:06,3,3,3,3,3,3,3,3,3,9
Arabic,148,M,B,25148&25394_S.txt,Voluntary simplicity,B,F11wk15,1,3,3:03,3,2,2.5,3,2,2.5,3,2,2.5,7.5
Korean,394,M,A,25148&25394_S.txt,Voluntary simplicity,B,F11wk15,1,3,3:03,4,4,4,3,2,2.5,3,3,3,9.5
Chinese,405,F,B,06494&06405_A.txt,Voluntary simplicity,B,F11wk15,1,3,2:38,3,3,3,3,3,3,3,3,3,9
Chinese,494,M,A,06494&06405_A.txt,Voluntary simplicity,B,F11wk15,1,3,2:38,3,3,3,3,3,3,3,3,3,9
Arabic,234,M,B,25297&25234_S.txt,Voluntary simplicity,B,F11wk15,1,4,3:08,3,3,3,3,3,3,3,3,3,9
Arabic,297,M,A,25297&25234_S.txt,Voluntary simplicity,B,F11wk15,1,4,3:08,3,3,3,3,3,3,3,3,3,9
Chinese,533,M,A,06533&06576_A.txt,Voluntary simplicity,B,F11wk15,1,4,2:31,4,4,4,4,4,4,4,4,4,12
Chinese,576,F,B,06533&06576_A.txt,Voluntary simplicity,B,F11wk15,1,4,2:31,4,4,4,4,4,4,4,4,4,12
Arabic,27,M,B,25028&25027_S.txt,Voluntary simplicity,B,F11wk15,1,5,3:06,4,4,4,3,2,2.5,3,3,3,9.5
Arabic,28,M,A,25028&25027_S.txt,Voluntary simplicity,B,F11wk15,1,5,3:06,4,4,4,3,2,2.5,3,3,3,9.5
Chinese,467,M,B,06513&06467_A.txt,Voluntary simplicity,B,F11wk15,1,5,2:31,3,3,3,2,2,2,2,2,2,7
Chinese,513,F,A,06513&06467_A.txt,Voluntary simplicity,B,F11wk15,1,5,2:31,3,3,3,2,2,2,2,2,2,7
Chinese,577,F,A,25580&25577_S.txt,Voluntary simplicity,B,F11wk15,1,6,3:35,3,3,3,2,2,2,2,3,2.5,7.5
Chinese,580,M,B,25580&25577_S.txt,Voluntary simplicity,B,F11wk15,1,6,3:35,3,3,3,2,2,2,2,3,2.5,7.5
Japanese,427,F,A,06427&06469_A.txt,Voluntary simplicity,B,F11wk15,1,6,2:31,3,3,3,3,3,3,3,3,3,9
Chinese,469,M,B,06427&06469_A.txt,Voluntary simplicity,B,F11wk15,1,6,2:31,3,3,3,3,3,3,3,3,3,9
Chinese,355,M,B,25417&25355_S.txt,Voluntary simplicity,B,F11wk15,1,7,3:15,3,2,2.5,3,3,3,3,2,2.5,8
Chinese,417,F,A,25417&25355_S.txt,Voluntary simplicity,B,F11wk15,1,7,3:15,3,2,2.5,3,3,3,3,2,2.5,8
Chinese,418,F,A,06418&06458_A.txt,Voluntary simplicity,B,F11wk15,1,7,2:12,3,3,3,3,2,2.5,2,2,2,7
Chinese,458,F,B,06418&06458_A.txt,Voluntary simplicity,B,F11wk15,1,7,2:12,3,3,3,3,2,2.5,2,2,2,7
Chinese,543,M,A,25543&25560_S.txt,Voluntary simplicity,B,F11wk15,1,8,3:27,2,3,2.5,3,2,2.5,2,2,2,7
Chinese,560,M,B,25543&25560_S.txt,Voluntary simplicity,B,F11wk15,1,8,3:27,2,3,2.5,3,2,2.5,2,2,2,7
Arabic,342,M,B,06534&06342_A.txt,Voluntary simplicity,B,F11wk15,1,8,2:13,4,3,3.5,3,2,2.5,4,3,3.5,11
Chinese,534,M,A,06534&06342_A.txt,Voluntary simplicity,B,F11wk15,1,8,2:13,4,3,3.5,3,2,2.5,4,3,3.5,11
Chinese,416,M,A,25450&25416_S.txt,Voluntary simplicity,B,F11wk15,1,9,3:20,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,450,M,B,25450&25416_S.txt,Voluntary simplicity,B,F11wk15,1,9,3:20,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,367,F,B,06545&06367_A.txt,Voluntary simplicity,B,F11wk15,1,9,2:13,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,545,F,A,06545&06367_A.txt,Voluntary simplicity,B,F11wk15,1,9,2:13,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,438,M,A,25438&25542_S.txt,Voluntary simplicity,B,F11wk15,1,10,3:15,2,3,2.5,2,3,2.5,2,2,2,7
Chinese,542,M,B,25438&25542_S.txt,Voluntary simplicity,B,F11wk15,1,10,3:15,2,3,2.5,2,3,2.5,2,2,2,7
Japanese,410,F,B,25410&25433_S.txt,Voluntary simplicity,B,F11wk15,1,11,3:04,3,2,2.5,3,3,3,3,3,3,8.5
Japanese,433,F,A,25410&25433_S.txt,Voluntary simplicity,B,F11wk15,1,11,3:04,3,2,2.5,3,3,3,3,3,3,8.5
Arabic,54,M,B,25413&25054_S.txt,Voluntary simplicity,B,F11wk15,1,12,3:13,2,2,2,2,2,2,2,3,2.5,6.5
Korean,413,M,A,25413&25054_S.txt,Voluntary simplicity,B,F11wk15,1,12,3:13,2,2,2,2,2,2,2,3,2.5,6.5
Chinese,399,M,B,25399&25534_S.txt,Voluntary simplicity,B,F11wk15,1,13,3:26,3,3,3,2,2,2,3,3,3,8
Chinese,534,M,A,25399&25534_S.txt,Voluntary simplicity,B,F11wk15,1,13,3:26,3,3,3,2,2,2,3,3,3,8
Arabic,54,M,A,06383&06054_A.txt,Voluntary simplicity,A,Sp10wk15,1,10,2:39,3,3,3,3,3,3,3,3,3,9
Chinese,383,F,B,06383&06054_A.txt,Voluntary simplicity,A,Sp10wk15,1,10,2:39,3,3,3,3,3,3,3,3,3,9
Chinese,384,F,A,06384&06561_A.txt,Voluntary simplicity,A,Sp10wk15,1,11,2:04,4,4,4,4,4,4,4,4,4,12
Chinese,561,M,B,06384&06561_A.txt,Voluntary simplicity,A,Sp10wk15,1,11,2:04,4,4,4,4,4,4,4,4,4,12
Arabic,160,F,B,06509&06160_A.txt,Voluntary simplicity,A,Sp10wk15,1,12,2:08,2,2,2,2,1,1.5,3,2,2.5,7.5
Chinese,509,F,A,06509&06160_A.txt,Voluntary simplicity,A,Sp10wk15,1,12,2:08,2,2,2,2,1,1.5,3,2,2.5,7.5
Chinese,568,M,B,06569&06568_A.txt,Voluntary simplicity,A,Sp10wk15,1,13,2:07,3,3,3,1,1,1,1,1,1,5
Chinese,569,M,A,06569&06568_A.txt,Voluntary simplicity,A,Sp10wk15,1,13,2:07,3,3,3,1,1,1,1,1,1,5
Arabic,30,M,A,06034&06030_B.txt,Voluntary simplicity,A,Sp10wk15,1,14,2:57,2,2,2,2,2,2,2,2,2,6
Arabic,34,M,B,06034&06030_B.txt,Voluntary simplicity,A,Sp10wk15,1,14,2:57,3,3,3,1,1,1,2,1,1.5,6.5
Arabic,163,M,A,06163&06587_B.txt,Voluntary simplicity,A,Sp10wk15,1,15,2:49,4,4,4,2,2,2,2,2,2,8
Chinese,587,F,B,06163&06587_B.txt,Voluntary simplicity,A,Sp10wk15,1,15,2:49,4,4,4,2,2,2,2,2,2,8
Chinese,424,F,B,06471&06424_B.txt,Voluntary simplicity,A,Sp10wk15,1,16,3:03,4,4,4,3,3,3,4,4,4,12
Chinese,471,M,A,06471&06424_B.txt,Voluntary simplicity,A,Sp10wk15,1,16,3:03,4,4,4,4,4,4,4,4,4,12
Arabic,65,M,B,07348&07065_A.txt,Voluntary simplicity,A,Sp11wk10,1,1,2:38,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,348,M,A,07348&07065_A.txt,Voluntary simplicity,A,Sp11wk10,1,1,2:38,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,77,M,B,07157&07077_A.txt,Voluntary simplicity,A,Sp11wk10,1,2,2:57,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,157,M,A,07157&07077_A.txt,Voluntary simplicity,A,Sp11wk10,1,2,2:57,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,308,M,B,07520&07308_A.txt,Voluntary simplicity,A,Sp11wk10,1,3,2:12,3,3,3,3,3.5,3.25,3.5,3.5,3.5,9.75
Arabic,520,F,A,07520&07308_A.txt,Voluntary simplicity,A,Sp11wk10,1,3,2:12,3,3,3,3.5,3,3.25,3.5,,3.5,9.75
Arabic,79,M,A,07079&07429_A.txt,Voluntary simplicity,A,Sp11wk10,1,4,2:47,3.5,3.5,3.5,3.5,3,3.25,3,3,3,9.75
Arabic,429,M,B,07079&07429_A.txt,Voluntary simplicity,A,Sp11wk10,1,4,2:47,3.5,3.5,3.5,3.5,3,3.25,3,3,3,9.75
Arabic,224,M,A,07224&07328_A.txt,Voluntary simplicity,A,Sp11wk10,1,5,2:04,3,3,3,2.5,2.5,2.5,3.5,3.5,3.5,9
Arabic,328,M,B,07224&07328_A.txt,Voluntary simplicity,A,Sp11wk10,1,5,2:04,3,3,3,2.5,2.5,2.5,3.5,3.5,3.5,9
Chinese,489,M,B,07554&07489_A.txt,Voluntary simplicity,A,Sp11wk10,1,6,2:37,3,3,3,2.5,2.5,2.5,3,3,3,8.5
Chinese,554,M,A,07554&07489_A.txt,Voluntary simplicity,A,Sp11wk10,1,6,2:37,3,3,3,2.5,2.5,2.5,3,3,3,8.5
Arabic,56,M,B,07153&07056_A.txt,Voluntary simplicity,A,Sp11wk10,1,7,2:30,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.75,10.75
Arabic,153,M,A,07153&07056_A.txt,Voluntary simplicity,A,Sp11wk10,1,7,2:30,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.75,10.75
Arabic,152,M,A,07319&07152_A.txt,Voluntary simplicity,A,Sp11wk10,1,8,2:44,3,3,3,3.5,3.5,3.5,3,3,3,9.5
Arabic,319,M,B,07319&07152_A.txt,Voluntary simplicity,A,Sp11wk10,1,8,2:44,3,3,3,3.5,3.5,3.5,3.5,3,3.25,9.75
Arabic,276,M,A,07411&07276_A.txt,Voluntary simplicity,A,Sp11wk10,1,9,2:50,3,3,3,3.5,3.5,3.5,3,3,3,9.5
Japanese,411,F,B,07411&07276_A.txt,Voluntary simplicity,A,Sp11wk10,1,9,2:50,3,3,3,3.5,3.5,3.5,3,3,3,9.5
Arabic,72,M,A,07072&07277_A.txt,Voluntary simplicity,A,Sp11wk10,1,10,2:51,3.5,3,3.25,2.5,2.5,2.5,3,3,3,8.75
Arabic,277,M,B,07072&07277_A.txt,Voluntary simplicity,A,Sp11wk10,1,10,2:51,3.5,3,3.25,2.5,2.5,2.5,3,3,3,8.75
Arabic,63,M,B,07143&07063_A.txt,Voluntary simplicity,A,Sp11wk10,1,11,2:55,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,143,M,A,07143&07063_A.txt,Voluntary simplicity,A,Sp11wk10,1,11,2:55,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,238,M,B,07238&07239_A.txt,Voluntary simplicity,A,Sp11wk10,1,12,2:49,4,4,4,4,4,4,4,4,4,12
Arabic,239,M,A,07238&07239_A.txt,Voluntary simplicity,A,Sp11wk10,1,12,2:49,4,4,4,4,4,4,4,4,4,12
Arabic,202,F,A,07202&07327_A.txt,Voluntary simplicity,A,Sp11wk10,1,13,2:40,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,327,M,B,07202&07327_A.txt,Voluntary simplicity,A,Sp11wk10,1,13,2:40,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,106,M,B,07106&07307_A.txt,Voluntary simplicity,A,Sp11wk10,1,14,2:40,3.5,3.5,3.5,3.5,3,3.25,3.5,3.5,3.5,10.25
Arabic,307,M,A,07106&07307_A.txt,Voluntary simplicity,A,Sp11wk10,1,14,2:40,3.5,3.5,3.5,3.5,3,3.25,3.5,3.5,3.5,10.25
Arabic,34,M,B,07278&07034_A.txt,Voluntary simplicity,A,Sp11wk10,1,15,2:16,3.5,3,3.25,3.5,3.5,3.5,3,3,3,9.75
Arabic,278,M,A,07278&07034_A.txt,Voluntary simplicity,A,Sp11wk10,1,15,2:16,3.5,3,3.25,3.5,3.5,3.5,3,3,3,9.75
Arabic,12,M,A,07208&07012_A.txt,Voluntary simplicity,A,Sp11wk10,1,16,2:31,3.5,3.5,3.5,3,3,3,3,3.5,3.25,9.75
Arabic,208,M,B,07208&07012_A.txt,Voluntary simplicity,A,Sp11wk10,1,16,2:31,3.5,3.5,3.5,3,3,3,3,3.5,3.25,9.75
Arabic,343,M,A,06343&06399_B.txt,Voluntary simplicity,A,Sp11wk10,1,17,3:17,4,3,3.5,2,2,2,3,3,3,9.5
Chinese,399,M,B,06343&06399_B.txt,Voluntary simplicity,A,Sp11wk10,1,17,3:17,4,4,4,2,2,2,3,4,3.5,10.5
Chinese,442,M,A,07442&07457_A.txt,Voluntary simplicity,A,Sp11wk10,1,17,2:53,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Chinese,457,M,B,07442&07457_A.txt,Voluntary simplicity,A,Sp11wk10,1,17,2:53,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Chinese,547,M,A,07584&07547_A.txt,Voluntary simplicity,A,Sp11wk10,1,18,2:11,3,3,3,3,3,3,3,3,3,9
Chinese,584,M,B,07584&07547_A.txt,Voluntary simplicity,A,Sp11wk10,1,18,2:11,3,3,3,3,3,3,3,3,3,9
Arabic,201,M,B,07532&07201_A.txt,Voluntary simplicity,A,Sp11wk10,1,19,4:28,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,2.75,7.75
Chinese,532,M,A,07532&07201_A.txt,Voluntary simplicity,A,Sp11wk10,1,19,4:28,2.5,2.5,2.5,2.5,2.5,2.5,3,2.5,2.75,7.75
Chinese,443,M,B,07443&07515_A.txt,Voluntary simplicity,C,Su10wk10,1,20,2:14,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.75,10.75
Arabic,515,M,A,07443&07515_A.txt,Voluntary simplicity,C,Su10wk10,1,20,2:14,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.75,10.75
Arabic,144,M,B,07324&07144_B.txt,Voluntary simplicity,C,Su10wk10,1,21,3:02,4,4,4,3,2,2.5,3,2,2.5,9
Arabic,324,M,A,07324&07144_B.txt,Voluntary simplicity,C,Su10wk10,1,21,3:02,4,4,4,3,2,2.5,3,2,2.5,9
Arabic,346,M,A,07346&07592_B.txt,Voluntary simplicity,C,Su10wk10,1,22,3:21,3,3,3,2,2,2,2,2,2,7
Arabic,592,M,B,07346&07592_B.txt,Voluntary simplicity,C,Su10wk10,1,22,3:21,3,3,3,2,2,2,2,2,2,7
Arabic,56,M,A,07056&07328_B.txt,Voluntary simplicity,C,Su10wk10,1,23,3:10,2,2,2,2,2,2,1,1,1,5
Arabic,328,M,B,07056&07328_B.txt,Voluntary simplicity,C,Su10wk10,1,23,3:10,2,2,2,1,1,1,1,1,1,4
Arabic,53,M,A,07053&07515_B.txt,Voluntary simplicity,C,Su10wk10,1,24,3:08,2,2,2,1,1,1,1,1,1,4
Arabic,515,M,B,07053&07515_B.txt,Voluntary simplicity,B,Su11wk10,1,24,3:08,2,2,2,1,1,1,1,1,1,4
Arabic,20,M,B,07258&07020_B.txt,Voluntary simplicity,B,Su11wk8,1,25,3:02,4,4,4,4,4,4,3,3,3,11
Arabic,258,M,A,07258&07020_B.txt,Voluntary simplicity,B,Su11wk8,1,25,3:02,4,4,4,4,4,4,3,3,3,11
Arabic,161,M,B,07161&07396_B.txt,Voluntary simplicity,B,Su11wk8,1,26,3:11,4,4,4,3,3,3,4,4,4,11
Arabic,396,M,A,07161&07396_B.txt,Voluntary simplicity,B,Su11wk8,1,26,3:11,4,4,4,3,3,3,4,4,4,11
Arabic,31,M,A,07079&07031_B.txt,Voluntary simplicity,B,Su11wk8,1,27,3:06,2,2,2,3,3,3,4,4,4,9
Arabic,79,M,B,07079&07031_B.txt,Voluntary simplicity,B,Su11wk8,1,27,3:06,2,2,2,2,2,2,1,1,1,5
Arabic,294,F,A,07339&07294_B.txt,Voluntary simplicity,B,Su11wk8,1,28,3:04,3,4,3.5,3,4,3.5,4,3,3.5,10.5
Arabic,339,F,B,07339&07294_B.txt,Voluntary simplicity,B,Su11wk8,1,28,3:04,3,4,3.5,3,4,3.5,4,3,3.5,10.5
Arabic,169,F,B,07328&07169_B.txt,Voluntary simplicity,B,Su11wk8,1,29,2:37,2,2,2,1,1,1,1,1,1,4
Arabic,328,M,A,07328&07169_B.txt,Voluntary simplicity,B,Su11wk8,1,29,2:37,2,2,2,1,1,1,1,1,1,4
Arabic,83,M,B,07083&07183_B.txt,Voluntary simplicity,B,Su11wk8,1,30,2:35,2,2,2,1,2,1.5,1,1,1,4.5
Arabic,183,M,A,07083&07183_B.txt,Voluntary simplicity,B,Su11wk8,1,30,2:35,2,2,2,1,2,1.5,1,1,1,4.5
Arabic,188,M,A,07188&07276_B.txt,Voluntary simplicity,B,Su11wk8,1,31,3:25,2,2,2,2,2,2,3,2,2.5,6.5
Arabic,276,M,B,07188&07276_B.txt,Voluntary simplicity,B,Su11wk8,1,31,3:25,2,2,2,2,2,2,3,2,2.5,6.5
Arabic,77,M,B,07248&07077_B.txt,Voluntary simplicity,B,Su11wk8,1,32,3:16,3,3,3,3,2,2.5,2,3,2.5,8
Arabic,248,M,A,07248&07077_B.txt,Voluntary simplicity,B,Su11wk8,1,32,3:16,3,3,3,3,2,2.5,2,3,2.5,8
Arabic,520,F,B,07521&07520_B.txt,Voluntary simplicity,B,Su11wk8,1,33,3:13,2,3,2.5,3,2,2.5,3,3,3,8
Arabic,521,M,A,07521&07520_B.txt,Voluntary simplicity,B,Su11wk8,1,33,3:13,2,3,2.5,3,2,2.5,3,3,3,8
Arabic,429,M,B,07429&07596_B.txt,Voluntary simplicity,B,Su11wk8,1,34,3:13,1,2,1.5,1,1,1,2,1,1.5,4
Arabic,596,M,A,07429&07596_B.txt,Voluntary simplicity,B,Su11wk8,1,34,3:13,1,2,1.5,1,1,1,2,1,1.5,4
Arabic,259,M,A,07259&07385_B.txt,Voluntary simplicity,B,Su11wk8,1,35,3:17,2,3,2.5,2,2,2,2,2,2,6.5
Arabic,385,M,B,07259&07385_B.txt,Voluntary simplicity,B,Su11wk8,1,35,3:17,2,3,2.5,2,2,2,2,2,2,6.5
Arabic,206,M,A,07206&07202_B.txt,Voluntary simplicity,B,Su11wk8,1,36,3:10,2,2,2,2,2,2,2,2,2,6
Arabic,212,M,B,07206&07202_B.txt,Voluntary simplicity,B,Su11wk8,1,36,3:10,2,2,2,2,2,2,2,2,2,6
Arabic,165,M,B,24165&24191_S.txt,Workplace Monitoring,S,SP10wk15,3,1,3:03,4,4,4,3.5,4,3.75,2.5,3,2.75,10.5
Arabic,191,M,A,24165&24191_S.txt,Workplace Monitoring,S,SP10wk15,3,1,3:03,4,4,4,3.5,4,3.75,2.5,3,2.75,10.5
Arabic,192,M,B,24192&24343_S.txt,Workplace Monitoring,S,SP10wk15,3,2,3:06,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,343,M,A,24192&24343_S.txt,Workplace Monitoring,S,SP10wk15,3,2,3:06,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Chinese,577,F,A,24580&24577_S.txt,Workplace Monitoring,S,SP10wk15,3,3,3:09,4,4,4,4,3.5,3.75,3.5,3,3.25,11
Chinese,580,M,B,24580&24577_S.txt,Workplace Monitoring,S,SP10wk15,3,3,3:09,4,4,4,4,3.5,3.75,3.5,3,3.25,11
Chinese,417,F,A,24417&24543_S.txt,Workplace Monitoring,S,SP10wk15,3,4,3:13,3,3,3,3.5,3,3.25,3,3,3,9.25
Chinese,543,M,B,24417&24543_S.txt,Workplace Monitoring,S,SP10wk15,3,4,3:13,3,3,3,3.5,3,3.25,3,3,3,9.25
Chinese,355,M,A,24560&24355_S.txt,Workplace Monitoring,S,SP10wk15,3,5,2:59,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Chinese,560,M,B,24560&24355_S.txt,Workplace Monitoring,S,SP10wk15,3,5,2:59,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Arabic,91,M,B,24091&24148_S.txt,Workplace Monitoring,S,SP10wk15,3,6,3:11,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Arabic,148,M,A,24091&24148_S.txt,Workplace Monitoring,S,SP10wk15,3,6,3:11,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Arabic,54,M,A,24054&24534_S.txt,Workplace Monitoring,S,SP10wk15,3,7,3:02,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Chinese,534,M,B,24054&24534_S.txt,Workplace Monitoring,S,SP10wk15,3,7,3:02,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Japanese,410,F,B,24410&24433_S.txt,Workplace Monitoring,S,SP10wk15,3,8,2:55,3.5,3,3.25,3.5,3.5,3.5,3,3,3,9.75
Japanese,433,F,A,24410&24433_S.txt,Workplace Monitoring,S,SP10wk15,3,8,2:55,3.5,3,3.25,3.5,3.5,3.5,3,3,3,9.75
Arabic,234,M,B,24234&24297_S.txt,Workplace Monitoring,S,SP10wk15,3,9,2:57,4,3.5,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,297,M,A,24234&24297_S.txt,Workplace Monitoring,S,SP10wk15,3,9,2:57,4,3.5,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Chinese,360,M,B,24360&24438_S.txt,Workplace Monitoring,S,SP10wk15,3,10,2:49,4,4,4,3.5,4,3.75,4,3.5,3.75,11.5
Chinese,438,M,A,24360&24438_S.txt,Workplace Monitoring,S,SP10wk15,3,10,2:49,4,4,4,3.5,4,3.75,4,3.5,3.75,11.5
