Native Language,Speaker ID,Speaker gender,Role,File number_version,Task name,Task version,Time,Level,Pair,Length of file,PT_col_R1,PT_col_R2,PT_col_AVE,PT_TC_R1,PT_TC_R2,PT_TC_AVE,PT_sty_R1,PT_sty_R2,PT_sty_AVE,Total /12
Arabic,258,M,B,23258&23175_A.txt,Crime Statistics,A,F09wk10,3,43,1:49,1,1,1,2,2,2,2,2,2,5
Arabic,77,M,A,23385&23077_A.txt,Crime Statistics,B,Su10wk5,3,44,3:04,3,3,3,3,3,3,3,3,3,9
Arabic,385,M,B,23385&23077_A.txt,Crime Statistics,B,Su10wk5,3,44,3:04,3,3,3,3,3,3,3,3,3,9
Arabic,310,M,A,23436&23310_A.txt,Crime Statistics,B,Su10wk5,3,45,2:15,1,1,1,1,1,1,2,2,2,4
Korean,436,F,B,23436&23310_A.txt,Crime Statistics,B,Su10wk5,3,45,2:15,1,1,1,1,1,1,2,2,2,4
Arabic,205,M,B,23205&23490_A.txt,Crime Statistics,B,Su10wk5,3,46,2:29,2,2,2,3,3,3,3,3,3,8
Arabic,490,F,A,23205&23490_A.txt,Crime Statistics,B,Su10wk5,3,46,2:29,2,2,2,3,3,3,3,3,3,8
Arabic,55,M,A,23055&23212_A.txt,Crime Statistics,B,Su10wk5,3,47,3:06,2,2,2,2,2,2,3,3,3,7
Arabic,212,M,B,23055&23212_A.txt,Crime Statistics,B,Su10wk5,3,47,3:06,2,2,2,2,2,2,3,3,3,7
Arabic,161,M,A,13303&13161_S.txt,Election,A,F11wk5,2,1,1:16,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Arabic,303,M,B,13303&13161_S.txt,Election,A,F11wk5,2,1,1:16,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Arabic,185,M,B,13210&13185_S.txt,Election,A,F11wk5,2,2,1:55,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,210,M,A,13210&13185_S.txt,Election,A,F11wk5,2,2,1:55,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,312,M,B,13312&13320_S.txt,Election,A,F11wk5,2,3,1:25,3.5,3.5,3.5,3,3,3,3.5,3.5,3.5,10
Arabic,320,M,A,13312&13320_S.txt,Election,A,F11wk5,2,3,1:25,3.5,3.5,3.5,3,3,3,3.5,3.5,3.5,10
Arabic,84,M,A,13084&13229_S.txt,Election,A,F11wk5,2,4,1:36,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,229,M,B,13084&13229_S.txt,Election,A,F11wk5,2,4,1:36,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,172,M,B,13172&13174_S.txt,Election,A,F11wk5,2,5,2:03,3.5,3.5,3.5,2.5,3,2.75,3.5,3.5,3.5,9.75
Arabic,174,M,A,13172&13174_S.txt,Election,A,F11wk5,2,5,2:03,3.5,3.5,3.5,2.5,3,2.75,3.5,3.5,3.5,9.75
Arabic,129,M,A,13129&13263_S.txt,Election,A,F11wk5,2,6,1:40,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,263,M,B,13129&13263_S.txt,Election,A,F11wk5,2,6,1:40,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,168,F,B,13347&13168_S.txt,Election,A,F11wk5,2,7,1:47,3.5,3.5,3.5,3,3,3,3,3,3,9.5
Pashto,347,F,A,13347&13168_S.txt,Election,A,F11wk5,2,7,1:47,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,6,M,B,13006&13551_S.txt,Election,A,F11wk5,2,8,1:03,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,8.5
Arabic,551,M,A,13006&13551_S.txt,Election,A,F11wk5,2,8,1:03,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,8
Arabic,9,F,A,13352&13009_S.txt,Election,A,F11wk5,2,9,2:12,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,352,F,B,13352&13009_S.txt,Election,A,F11wk5,2,9,2:12,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,127,M,A,13127&13235_S.txt,Election,A,F11wk5,2,10,1:44,3.5,3.5,3.5,4,4,4,4,4,4,11.5
Arabic,235,M,B,13127&13235_S.txt,Election,A,F11wk5,2,10,1:44,3.5,3.5,3.5,4,4,4,4,4,4,11.5
Arabic,44,F,B,13044&13178_S.txt,Election,A,F11wk5,2,11,1:47,3.5,3,3.25,3.5,3,3.25,3.5,3.5,3.5,10
Arabic,178,M,A,13044&13178_S.txt,Election,A,F11wk5,2,11,1:47,3.5,3,3.25,3,3.5,3.25,3.5,3.5,3.5,10
Arabic,68,M,B,13068&13309_S.txt,Election,A,F11wk5,2,12,1:58,4,4,4,3.5,3.5,3.5,4,3.5,3.75,11.25
Arabic,309,M,A,13068&13309_S.txt,Election,A,F11wk5,2,12,1:58,4,4,4,3.5,3.5,3.5,3.5,4,3.75,11.25
Arabic,314,M,B,13409&13314_S.txt,Election,A,F11wk5,2,13,2:07,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,409,F,A,13409&13314_S.txt,Election,A,F11wk5,2,13,2:07,4,4,4,3.5,3.5,3.5,4,3.5,3.75,11.25
Arabic,62,M,B,13062&13483_S.txt,Election,A,F11wk5,2,14,1:07,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,483,M,A,13062&13483_S.txt,Election,A,F11wk5,2,14,1:07,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,74,M,B,13182&13074_S.txt,Election,A,F11wk5,2,15,1:44,3.5,3.5,3.5,4,4,4,4,4,4,11.5
Arabic,182,M,A,13182&13074_S.txt,Election,A,F11wk5,2,15,1:44,3.5,3.5,3.5,4,4,4,4,4,4,11.5
Arabic,340,M,A,13340&13481_S.txt,Election,A,F11wk5,2,16,2:32,4,4,4,4,3.5,3.75,4,4,4,11.75
Arabic,481,M,B,13340&13481_S.txt,Election,A,F11wk5,2,16,2:32,4,4,4,4,3.5,3.75,4,4,4,11.75
Arabic,89,M,B,12089&12365_B.txt,Election,A,F11wk5,2,34,3:15,2,2,2,2,2,2,2,2,2,6
Chinese,365,F,A,12089&12365_B.txt,Election,A,F11wk5,2,34,3:15,2,2,2,2,2,2,2,2,2,6
Chinese,177,M,A,12564&12177_B.txt,Election,A,F11wk5,2,35,3:07,2,2,2,3,3,3,2,3,2.5,7.5
Chinese,564,M,B,12564&12177_B.txt,Election,A,F11wk5,2,35,3:07,2,2,2,3,3,3,3,2,2.5,7.5
Arabic,94,M,A,12316&12094_B.txt,Election,A,F11wk5,2,36,2:49,2,2,2,3,3,3,3,2,2.5,7.5
Arabic,316,M,B,12316&12094_B.txt,Election,A,F11wk5,2,36,2:49,2,2,2,3,3,3,3,2,2.5,7.5
Arabic,150,M,B,12283&12150_B.txt,Election,A,F11wk5,2,37,3:05,2,2,2,2,2,2,1,1,1,5
Arabic,283,M,A,12283&12150_B.txt,Election,A,F11wk5,2,37,3:05,2,2,2,2,2,2,1,1,1,5
Chinese,545,F,A,14568&14545_S.txt,Election,B,Sum11wk5,2,1,0.12,3.5,3.5,3.5,4,3.5,3.75,3,3,3,10.25
Chinese,568,M,B,14568&14545_S.txt,Election,B,Sum11wk5,2,1,0.12,4,3.5,3.75,3.5,3.5,3.5,3,3,3,10.25
Arabic,38,M,A,15038&15270_S.txt,Election,B,Sum11wk5,2,1,3:02,4,4,4,3,2,2.5,3,3,3,9.5
Arabic,270,M,B,15038&15270_S.txt,Election,B,Sum11wk5,2,1,3:02,4,4,4,3,3,3,3,2,2.5,9.5
Japanese,484,F,B,14484&14494_S.txt,Election,B,Sum11wk5,2,2,0.13,3.5,3.5,3.5,2.5,2.5,2.5,3,3,3,9
Chinese,494,M,A,14484&14494_S.txt,Election,B,Sum11wk5,2,2,0.13,3.5,3.5,3.5,2.5,2.5,2.5,3,3,3,9
Arabic,159,M,A,15159&15189_S.txt,Election,B,Sum11wk5,2,2,3:31,3,4,3.5,4,4,4,3,4,3.5,11
Arabic,189,M,B,15159&15189_S.txt,Election,B,Sum11wk5,2,2,3:31,3,4,3.5,4,4,4,3,4,3.5,11
Chinese,386,M,A,14386&14536_S.txt,Election,B,Sum11wk5,2,3,0.12,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Chinese,536,M,B,14386&14536_S.txt,Election,B,Sum11wk5,2,3,0.12,4,4,4,3.5,4,3.75,3.5,3.5,3.5,11.25
Chinese,405,F,B,14561&14405_S.txt,Election,B,Sum11wk5,2,4,0.13,3.5,3.5,3.5,4,4,4,3.5,3.5,3.5,11
Chinese,561,M,A,14561&14405_S.txt,Election,B,Sum11wk5,2,4,0.13,3.5,3.5,3.5,4,4,4,3.5,3.5,3.5,11
Chinese,467,M,B,14513&14467_S.txt,Election,B,Sum11wk5,2,5,0.13,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Chinese,513,F,A,14513&14467_S.txt,Election,B,Sum11wk5,2,5,0.13,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Chinese,418,F,A,14418&14458_S.txt,Election,B,Sum11wk5,2,6,0.12,3.5,3.5,3.5,3,3.5,3.25,3,3.5,3.25,10
Chinese,458,F,B,14418&14458_S.txt,Election,B,Sum11wk5,2,6,0.12,3.5,3.5,3.5,3,3.5,3.25,3,3.5,3.25,10
Arabic,160,F,B,14342&14160_S.txt,Election,B,Sum11wk5,2,7,0.13,3.5,4,3.75,4,4,4,3,3,3,10.75
Arabic,342,M,A,14342&14160_S.txt,Election,B,Sum11wk5,2,7,0.13,3.5,4,3.75,3.5,4,3.75,3.5,3,3.25,10.75
Chinese,383,F,A,14533&14383_S.txt,Election,B,Sum11wk5,2,8,0.13,3,3,3,2.5,2.5,2.5,3.5,3.5,3.5,9
Chinese,533,M,B,14533&14383_S.txt,Election,B,Sum11wk5,2,8,0.13,3,3,3,2.5,2.5,2.5,3.5,3.5,3.5,9
Chinese,384,F,A,14384&14576_S.txt,Election,B,Sum11wk5,2,9,0.13,4,4,4,4,4,4,4,4,4,12
Chinese,576,F,B,14384&14576_S.txt,Election,B,Sum11wk5,2,9,0.13,4,4,4,4,4,4,4,4,4,12
Japanese,427,F,B,14469&14427_S.txt,Election,B,Sum11wk5,2,10,0.14,3.5,3.5,3.5,3,2.5,2.75,3.5,3.5,3.5,9.75
Chinese,469,M,A,14469&14427_S.txt,Election,B,Sum11wk5,2,10,0.14,3.5,3.5,3.5,3,2.5,2.75,3.5,3.5,3.5,9.75
Chinese,367,F,B,14526&14367_S.txt,Election,B,Sum11wk5,2,11,0.13,3.5,3,3.25,3,3,3,3,3,3,9.25
Chinese,526,F,A,14526&14367_S.txt,Election,B,Sum11wk5,2,11,0.13,3.5,3,3.25,3,3,3,3,3,3,9.25
Chinese,509,F,A,14509&14534_S.txt,Election,B,Sum11wk5,2,12,0.11,3.5,3.5,3.5,3,2.5,2.75,3,3.5,3.25,9.5
Chinese,534,M,B,14509&14534_S.txt,Election,B,Sum11wk5,2,12,0.11,3.5,3.5,3.5,3,2.5,2.75,3,3.5,3.25,9.5
Chinese,432,F,A,14432&14568_S.txt,Election,B,Sum11wk5,2,13,0.12,4,3.5,3.75,3.5,3.5,3.5,3,3,3,10.25
Chinese,568,M,B,14432&14568_S.txt,Election,B,Sum11wk5,2,13,0.12,4,3.5,3.75,3.5,3.5,3.5,3,3,3,10.25
Arabic,229,M,B,13345&13229_S.txt,Election,B,Sum11wk5,2,17,1:09,4,4,4,4,4,4,4,4,4,12
Arabic,345,F,A,13345&13229_S.txt,Election,B,Sum11wk5,2,17,1:09,4,4,4,4,4,4,4,4,4,12
Arabic,78,M,A,13362&13078_S.txt,Election,B,Sum11wk5,2,18,1:19,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,362,M,B,13362&13078_S.txt,Election,B,Sum11wk5,2,18,1:19,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,201,M,B,04238&04201_C.txt,Extreme Sports,S,F09wk5,1,43,2:41,4,4,4,3,3,3,4,4,4,11
Arabic,238,M,A,04238&04201_C.txt,Extreme Sports,S,F09wk5,1,43,2:41,4,4,4,3,3,3,4,4,4,11
Arabic,157,M,B,04202&04157_C.txt,Extreme Sports,S,F09wk5,1,44,2:41,3,3,3,3,3,3,3,3,3,9
Arabic,202,F,A,04202&04157_C.txt,Extreme Sports,S,F09wk5,1,44,2:41,3,3,3,3,3,3,3,3,3,9
Arabic,252,M,A,04252&04308_C.txt,Extreme Sports,S,F09wk5,1,45,2:41,2,2,2,2,3,2.5,2,2,2,6.5
Arabic,308,M,B,04252&04308_C.txt,Extreme Sports,S,F09wk5,1,45,2:41,2,2,2,3,2,2.5,2,2,2,6.5
Arabic,34,M,A,04034&04307_C.txt,Extreme Sports,S,F09wk5,1,46,2:25,2,2,2,3,4,3.5,3,3,3,8.5
Arabic,307,M,B,04034&04307_C.txt,Extreme Sports,S,F09wk5,1,46,2:25,2,2,2,4,3,3.5,3,3,3,8.5
Arabic,66,M,B,04255&04066_C.txt,Extreme Sports,S,F09wk5,1,47,1:56,4,4,4,3,4,3.5,3,3,3,10.5
Arabic,255,M,A,04255&04066_C.txt,Extreme Sports,S,F09wk5,1,47,1:56,4,4,4,4,3,3.5,3,3,3,10.5
Arabic,153,M,B,04208&04153_C.txt,Extreme Sports,S,F09wk5,1,48,2:24,1,2,1.5,2,2,2,2,3,2.5,6
Arabic,208,M,A,04208&04153_C.txt,Extreme Sports,S,F09wk5,1,48,2:24,1,2,1.5,2,2,2,2,1,1.5,5
Arabic,288,M,A,04288&04291_A.txt,Extreme Sports,S,F09wk5,1,49,1:13,4,4,4,4,4,4,4,4,4,12
Arabic,291,M,B,04288&04291_A.txt,Extreme Sports,S,F09wk5,1,49,1:13,3,2.5,2.75,3,3.5,3.25,2.5,2.5,2.5,8.5
Arabic,228,M,B,04594&04228_A.txt,Extreme Sports,S,F09wk5,1,50,1:14,4,3.5,3.75,4,3.5,3.75,3.5,3.5,3.5,11
Arabic,594,F,A,04594&04228_A.txt,Extreme Sports,S,F09wk5,1,50,1:14,4,3.5,3.75,4,4,4,4,3.5,3.75,11.5
Arabic,98,M,B,04318&04098_A.txt,Extreme Sports,S,F09wk5,1,51,2:04,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,318,M,A,04318&04098_A.txt,Extreme Sports,S,F09wk5,1,51,2:04,4,4,4,4,4,4,4,4,4,12
Arabic,283,M,B,05313&05283_A.txt,Extreme Sports,S,Sp10wk5,1,1,3:25,3,3,3,2,2,2,2,2,2,7
Arabic,313,M,A,05313&05283_A.txt,Extreme Sports,S,Sp10wk5,1,1,3:25,3,3,3,2,2,2,3,3,3,8
Arabic,203,M,A,05203&05273_A.txt,Extreme Sports,S,Sp10wk5,1,2,3:00,1,1,1,3,3,2.5,3,3,3,6.5
Arabic,50,M,A,04050&04505_A.txt,Extreme Sports,S,Sp10wk5,1,52,1:58,3.5,4,3.75,4,3.5,3.75,4,4,4,11.5
Arabic,505,M,B,04050&04505_A.txt,Extreme Sports,S,Sp10wk5,1,52,1:58,3.5,4,3.75,3.5,4,3.75,4,3.5,3.75,11.25
Arabic,247,M,B,04247&04331_A.txt,Extreme Sports,S,Sp10wk5,1,53,1:05,4,3.5,3.75,3,3,3,2.5,2.5,2.5,9.25
Arabic,331,M,A,04247&04331_A.txt,Extreme Sports,S,Sp10wk5,1,53,1:05,4,3.5,3.75,3.5,3.5,3.5,3,2.5,2.75,10
Arabic,150,M,B,04150&04298_A.txt,Extreme Sports,S,Sp10wk5,1,54,1:34,3.5,3,3.25,2.5,3,2.75,2.5,2.5,2.5,8.5
Arabic,298,M,A,04150&04298_A.txt,Extreme Sports,S,Sp10wk5,1,54,1:34,3.5,3,3.25,2.5,3,2.75,2.5,2.5,2.5,8.5
Arabic,113,M,B,04179&04113_A.txt,Extreme Sports,S,Sp10wk5,1,55,1:37,3.5,3.5,3.5,3,3.5,3.25,2.5,3,2.75,9.5
Arabic,179,M,A,04179&04113_A.txt,Extreme Sports,S,Sp10wk5,1,55,1:37,4,3.5,3.75,3.5,3,3.25,3,3,3,10
Arabic,67,M,A,04067&04095_A.txt,Extreme Sports,S,Sp10wk5,1,56,1:02,3.5,3,3.25,3.5,3.5,3.5,2.5,2.5,2.5,9.25
Arabic,95,M,B,04067&04095_A.txt,Extreme Sports,S,Sp10wk5,1,56,1:02,3,2.5,2.75,2.5,2.5,2.5,2.5,2.5,2.5,7.75
Arabic,219,M,A,15487&15219_S.txt,Hiring,S,F09wk10,2,3,2:15,3,3,3,3,3,3,4,4,4,10
Arabic,487,?,B,15487&15219_S.txt,Hiring,S,F09wk10,2,3,2:15,3,3,3,3,3,3,4,4,4,10
Arabic,322,M,B,15349&15322_S.txt,Hiring,S,F09wk10,2,4,2:11,3,3,3,2,2,2,3,2,2.5,7.5
Chinese,349,F,A,15349&15322_S.txt,Hiring,S,F09wk10,2,4,2:11,3,3,3,2,2,2,3,2,2.5,7.5
Chinese,358,F,A,15358&15447_S.txt,Hiring,S,F09wk10,2,5,3:24,3,3,3,4,4,4,3,3,3,10
Chinese,447,M,B,15358&15447_S.txt,Hiring,S,F09wk10,2,5,3:24,3,3,3,4,4,4,3,3,3,10
Chinese,578,M,A,15578&15579_S.txt,Hiring,S,F09wk10,2,6,3:22,3,3,3,3,2,2.5,3,3,3,8.5
Chinese,579,M,B,15578&15579_S.txt,Hiring,S,F09wk10,2,6,3:22,3,3,3,3,2,2.5,3,3,3,8.5
Korean,394,M,B,15556&15394_S.txt,Hiring,S,F09wk10,2,7,2:23,4,4,4,4,4,4,3,4,3.5,11.5
Chinese,556,M,A,15556&15394_S.txt,Hiring,S,F09wk10,2,7,2:23,4,4,4,4,4,4,3,4,3.5,11.5
Arabic,153,M,A,15508&15153_S.txt,Hiring,S,F09wk10,2,8,3:12,3,4,3.5,4,4,4,3,4,3.5,11
Chinese,508,M,B,15508&15153_S.txt,Hiring,S,F09wk10,2,8,3:12,3,4,3.5,4,4,4,3,4,3.5,11
Arabic,117,M,A,15117&15369_S.txt,Hiring,S,F09wk10,2,9,3:06,3,3,3,2,2,2,3,3,3,8
Chinese,369,M,B,15117&15369_S.txt,Hiring,S,F09wk10,2,9,3:06,3,3,3,2,2,2,3,3,3,8
Arabic,34,M,A,15448&15034_S.txt,Hiring,S,F09wk10,2,10,3:40,4,3,3.5,3,3,3,3,3,3,9.5
Chinese,448,F,B,15448&15034_S.txt,Hiring,S,F09wk10,2,10,3:40,3,4,3.5,3,3,3,3,3,3,9.5
Japanese,504,F,B,15504&15597_S.txt,Hiring,S,F09wk10,2,11,3:43,3,4,3.5,4,4,4,3,4,3.5,11
Chinese,597,F,A,15504&15597_S.txt,Hiring,S,F09wk10,2,11,3:43,3,4,3.5,4,4,4,3,4,3.5,11
Arabic,245,F,A,15305&15245_S.txt,Hiring,S,Sp10wk9,2,12,3:38,4,4,4,4,4,4,3,3,3,11
Arabic,305,M,B,15305&15245_S.txt,Hiring,S,Sp10wk9,2,12,3:38,4,4,4,4,4,4,3,3,3,11
Chinese,548,M,B,15583&15548_S.txt,Hiring,S,Sp10wk9,2,13,3:06,3,4,3.5,3,3,3,3,3,3,9.5
Chinese,583,F,A,15583&15548_S.txt,Hiring,S,Sp10wk9,2,13,3:06,3,4,3.5,3,3,3,3,3,3,9.5
Chinese,366,F,A,15425&15366_S.txt,Hiring,S,Sp10wk9,2,14,2:53,3,3,3,3,4,3.5,3,4,3.5,10
Arabic,425,F,B,15425&15366_S.txt,Hiring,S,Sp10wk9,2,14,2:53,3,3,3,3,4,3.5,3,4,3.5,10
Chinese,454,F,A,15454&15514_S.txt,Hiring,S,Sp10wk9,2,15,3:23,3,4,3.5,2,1,1.5,3,4,3.5,8.5
Chinese,514,F,B,15454&15514_S.txt,Hiring,S,Sp10wk9,2,15,3:23,3,4,3.5,2,1,1.5,3,4,3.5,8.5
Chinese,588,M,A,15588&15589_S.txt,Hiring,S,Sp10wk9,2,16,2:29,2,1,1.5,3,3,3,3,2,2.5,7
Chinese,589,M,B,15588&15589_S.txt,Hiring,S,Sp10wk9,2,16,2:29,2,1,1.5,4,3,3.5,3,3,3,8
Arabic,598,F,A,15598&15599_S.txt,Hiring,S,Sp10wk9,2,17,2:17,4,4,4,1,1,1,3,2,2.5,7.5
Arabic,599,F,B,15598&15599_S.txt,Hiring,S,Sp10wk9,2,17,2:17,4,4,4,1,1,1,3,2,2.5,7.5
Chinese,550,F,A,15550&15558_S.txt,Hiring,S,Sp10wk9,2,18,2:34,3,3,3,4,4,4,3,4,3.5,10.5
Chinese,558,F,B,15550&15558_S.txt,Hiring,S,Sp10wk9,2,18,2:34,3,3,3,4,4,4,3,4,3.5,10.5
Arabic,87,M,B,16095&16087_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,1,2:03,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,95,M,A,16095&16087_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,1,2:03,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,174,M,A,16174&16333_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,2,2:47,4,4,4,4,4,4,4,4,4,12
Arabic,333,M,B,16174&16333_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,2,2:47,4,4,4,4,4,4,4,4,4,12
Arabic,522,M,A,16522&16551_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,3,2:31,4,4,4,4,4,4,4,4,4,12
Arabic,551,M,B,16522&16551_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,3,2:31,4,4,4,4,4,4,4,4,4,12
Arabic,150,M,B,16546&16150_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,4,2:29,3,3,3,3,3,3,2.5,2.5,2.5,8.5
Chinese,546,M,A,16546&16150_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,4,2:29,3,3,3,3,3,3,2.5,3,2.75,8.75
Arabic,47,M,B,16298&16047_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,5,2:11,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Arabic,298,M,A,16298&16047_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,5,2:11,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Arabic,50,M,B,16347&16050_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,6,3:13,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Pashto,347,F,A,16347&16050_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,6,3:13,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,98,M,B,16213&16098_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,7,1:40,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,213,M,A,16213&16098_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,7,1:40,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,311,M,B,16311&16500_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,8,2:14,4,4,4,3.5,4,3.75,3.5,4,3.75,11.5
Arabic,500,M,A,16311&16500_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,8,2:14,4,4,4,3.5,4,3.75,3.5,4,3.75,11.5
Arabic,64,M,A,16064&16113_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,9,2:38,4,4,4,3.5,3.5,3.5,3.5,4,3.75,11.25
Arabic,113,M,B,16064&16113_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,9,2:38,4,4,4,3.5,3.5,3.5,3.5,4,3.75,11.25
Arabic,68,M,A,16068&16389_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,10,2:31,3.5,4,3.75,4,4,4,4,4,4,11.75
Chinese,389,F,B,16068&16389_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,10,2:31,3.5,4,3.75,4,4,4,4,4,4,11.75
Arabic,130,M,B,16130&16476_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,11,3:13,4,4,4,4,4,4,4,4,4,12
Arabic,476,M,A,16130&16476_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,11,3:13,4,4,4,4,4,4,4,4,4,12
Arabic,45,M,A,16179&16045_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,12,2:55,3,3,3,3.5,3.5,3.5,4,4,4,10.5
Arabic,179,M,B,16179&16045_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,12,2:55,3,3,3,3.5,3.5,3.5,4,3.5,3.75,10.25
Arabic,168,F,B,16168&16176_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,13,2:30,4,4,4,3.5,4,3.75,4,4,4,11.75
Chinese,176,F,A,16168&16176_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,13,2:30,4,4,4,3.5,4,3.75,4,4,4,11.75
Chinese,397,F,B,16459&16397_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,14,2:34,4,4,4,3,3,3,3.5,3.5,3.5,10.5
Chinese,459,F,A,16459&16397_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,14,2:34,4,4,4,3,3,3,3.5,3.5,3.5,10.5
Arabic,18,M,A,16071&16018_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,15,2:34,3.5,3.5,3.5,4,3.5,3.75,3.5,4,3.75,11
Arabic,71,M,B,16071&16018_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,15,2:34,3.5,3.5,3.5,4,3.5,3.75,3.5,4,3.75,11
Arabic,150,M,B,16303&16150_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,16,2:28,3,3,3,4,4,4,1,1,1,8
Arabic,303,M,A,16303&16150_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,16,2:28,3,3,3,4,4,4,4,4,4,11
Arabic,35,M,B,16084&16035_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,17,2:36,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,84,M,A,16084&16035_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,17,2:36,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,200,M,B,16326&16200_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,18,2:34,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,326,M,A,16326&16200_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,18,2:34,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,9.5
Arabic,40,F,B,16040&16352_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,19,2:20,4,4,4,4,4,4,4,4,4,12
Arabic,352,F,A,16040&16352_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,19,2:20,4,4,4,4,4,4,4,4,4,12
Arabic,185,M,A,16185&16466_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,20,2:33,3.5,3.5,3.5,4,4,4,4,4,4,11.5
Chinese,466,M,B,16185&16466_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,20,2:33,3.5,3.5,3.5,4,4,4,4,3.5,3.75,11.25
Arabic,161,M,B,16161&16340_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,21,2:31,4,4,4,4,4,4,3.5,3.5,3.5,11.5
Arabic,340,M,A,16161&16340_S.txt,Investing-Famous Entrepreneur,S,F11wk15,2,21,2:31,4,4,4,4,4,4,4,4,4,12
Arabic,148,M,A,17148&17159_S.txt,Investing-Science Funding,A,F10wk15,2,1,2:32,2,3,2.5,1,1,1,4,3,3.5,7
